Overall,Bib,Name,Time
2074,22012,Michele Modestino,5:33:19
2075,18137,Chadwick Jobe,5:33:22
2076,18142,Sam Gonzalez,5:33:23
2077,22085,Foster Coleman,5:33:24
2078,18048,Edward Lomicka,5:33:30
2079,4086,Adam Featherston,5:33:31
2080,8064,Earl Strong,5:33:35
2081,25138,Pamela Hagens,5:33:37
2082,21124,Eric Lum,5:33:41
2083,24200,Marie Junde,5:33:45
2084,18134,Amy Anderson,5:33:45
2085,8091,Jeremy Fickler,5:33:46
2086,25287,John Chismar,5:33:50
2087,16195,Byron Sarchet,5:33:55
2088,7140,Austin Nielsen,5:33:56
2089,23050,Todd Fipps,5:33:57
2090,24062,Abby Harris,5:34:01
2091,26252,Andrew Jordan,5:34:01
2092,19102,Kaelee Overfield,5:34:03
2093,26189,Keith Barber,5:34:05
2094,9019,Dena Kelly,5:34:06
2095,9039,Scott Mckinnon,5:34:10
2096,27307,Natalia Palumbo,5:34:11
2097,22065,Laura Ponce,5:34:13
2098,26007,Tammy Jones,5:34:16
2099,18074,Ryan Badgley,5:34:19
2100,17026,Stephanie Wierwillle,5:34:20
2101,13045,Leonidas Katsetos,5:34:21
2102,13078,Yum Nguyen,5:34:23
2103,24122,Mary Blanchard,5:34:24
2104,1073,Michaelene Spence,5:34:25
2105,418,Justin Milam,5:34:31
2106,25047,Brian Gentile,5:34:31
2107,25289,Tricia Veres,5:34:38
2108,25290,Kyle Veres,5:34:38
2109,26095,Brigitte Fasciotto,5:34:46
2110,25127,Mia Morris,5:34:48
2111,22086,Ken Clemons,5:34:51
2112,25064,Nadine White-Boyd,5:34:52
2113,25245,Cory Sneddon,5:34:54
2114,20168,James Mcnichols,5:35:00
2115,14049,Susy O'Neill,5:35:05
2116,23031,Molly Roberts,5:35:07
2117,2053,Chase Rowe,5:35:11
2118,20175,Carl Dunphy,5:35:16
2119,18082,Kathy Richardson,5:35:31
2120,12015,Daniel Foster,5:35:35
2121,14047,Will Caldwell,5:35:36
2122,26339,Reko Hihg,5:35:36
2123,25209,Isabelle Ballard,5:35:36
2124,9054,Lauren Barnett,5:35:41
2125,1127,Cole Miller,5:35:41
2126,3063,Rashad Brown,5:35:46
2127,20151,Kari Moore,5:35:48
2128,24001,Monica Perez,5:35:48
2129,4133,Dalton Hale,5:35:48
2130,19000,Brandon O'Connor,5:35:52
2131,22112,Karen Hofmann,5:35:56
2132,24006,Jessica Rabb,5:35:59
2133,25049,Doug Jones,5:36:05
2134,21165,Haley White,5:36:08
2135,21179,Howard Surette,5:36:14
2136,20045,Towhid Alam,5:36:16
2137,19073,Hernan Alvarez,5:36:17
2138,26281,Kay Baker,5:36:31
2139,19075,Mark Levine,5:36:35
2140,18047,Dave Jones,5:36:39
2141,27034,Chad Williams,5:36:49
2142,21011,Heather Knoll,5:36:54
2143,13120,Kimberly Shupe,5:37:03
2144,22052,Emily Livaudais,5:37:11
2145,19060,Lynda Schnedl,5:37:13
2146,13127,Kay Geving,5:37:15
2147,6172,Carla Johl,5:37:17
2148,22060,Patrick Olbert,5:37:21
2149,412,Bernard Pickney,5:37:21
2150,25258,Allison Hart,5:37:22
2151,12134,Saul Gerardo Hernandez,5:37:24
2152,23052,Cynthia Pickett,5:37:27
2153,20128,Gerry Matthews,5:37:28
2154,18045,Mark Matykiewicz,5:37:30
2155,21134,Brandon Karl,5:37:32
2156,27003,Sabeita Ramsingh,5:37:43
2157,17015,Masanori Saito,5:37:50
2158,20159,Megan Arnold,5:37:53
2159,20204,Melinda Langlois,5:37:58
2160,23051,Nahid Golabi,5:38:04
2161,25054,Breanna Waldrup,5:38:05
2162,25011,Andrew Waldrup,5:38:05
2163,17050,Mark Grygo,5:38:10
2164,10081,Glen Anderson,5:38:13
2165,14082,Kendal Shirley,5:38:15
2166,26120,Alexis Schukar,5:38:21
2167,19098,Noelle Villa,5:38:22
2168,24051,Tadashi Yoshino,5:38:29
2169,15039,Kim Ruple,5:38:30
2170,13086,Allen Slone,5:38:33
2171,26032,Molly Malandrino,5:38:39
2172,16075,Mark Brzezinski,5:38:41
2173,19169,Michael Sheridan,5:38:46
2174,25319,Joseph Montgomery,5:38:50
2175,19099,Katie De Swardt,5:38:54
2176,24108,Matthew Brown,5:38:55
2177,19027,Aaron Mchaney,5:39:03
2178,16027,Annie Berry,5:39:11
2179,11054,Sharon Ruiz,5:39:13
2180,24225,Valerie Wilson,5:39:14
2181,25261,James King,5:39:16
2182,13094,Isabel Orona,5:39:28
2183,438,Richard Brooks,5:39:46
2184,24219,Brad Arnold,5:39:51
2185,23024,Deanna Steele,5:39:57
2186,12035,Chastity Westfall,5:39:57
2187,21041,James Smith,5:39:59
2188,16169,John Turner,5:39:59
2189,18115,Jason Hill,5:40:00
2190,22089,Janos Kele,5:40:06
2191,25334,Kate English,5:40:06
2192,26338,Heather Smith,5:40:07
2193,25269,Jose Diaz,5:40:07
2194,25336,Deborah Swofford,5:40:07
2195,3158,Fong Yue,5:40:07
2196,26301,Troy Rumore,5:40:11
2197,26296,Hannah Dawson,5:40:11
2198,12038,Mark Fetters,5:40:13
2199,24218,Robby Melvin,5:40:21
2200,16060,Carter Mcinnis,5:40:27
2201,15098,Shannon Fitzpatrick,5:40:30
2202,21076,Chuck Cook,5:40:33
2203,24209,Annie Prescott,5:40:33
2204,11147,Taylor Doan,5:40:34
2205,20161,Carolyn Robbins,5:40:38
2206,4008,Neo Ruiz,5:40:40
2207,19022,Allison Pedersen,5:40:42
2208,27115,Anthony Paganelli,5:40:50
2209,16183,Alex Strano,5:40:51
2210,1222,Pebble Grier,5:40:58
2211,7211,Josh Brennard,5:40:59
2212,26103,Rhonda Gardner,5:41:02
2213,20033,Jeannie Sherrill,5:41:06
2214,18094,Maisie Aines,5:41:08
2215,25163,Darin Sholar,5:41:09
2216,19177,Dana Kelly,5:41:10
2217,21162,Jeff Jay,5:41:11
2218,11114,Charles Widener,5:41:13
2219,27233,Samantha Felsinger,5:41:15
2220,25326,Staley Haynes,5:41:16
2221,1218,Theresa Khayyam,5:41:21
2222,4075,Eric Hornick,5:41:27
2223,23033,Murphy Stanley,5:41:32
2224,25035,Veronica Mcgroarty,5:41:32
2225,14011,Liberty Murray,5:41:34
2226,15099,Ryan Murray,5:41:34
2227,27283,Ashley Shivers,5:41:35
2228,27279,Brad Shivers,5:41:35
2229,1082,R Mccook,5:41:35
2230,3040,Hunter Mcanally,5:41:37
2231,16151,Amy Maxwell,5:41:40
2232,18123,Marsha Moore,5:41:40
2233,17051,Gina Hamrang,5:41:48
2234,22015,Carol Schilling,5:41:59
2235,25288,Alison Staples,5:42:02
2236,15102,Katherine Campbell,5:42:05
2237,15017,Trace Ferris,5:42:08
2238,9089,Ronnie Wilson,5:42:08
2239,26214,Julie Thornton,5:42:08
2240,27209,Latasha Bailey,5:42:10
2241,9015,Shannon Dunham,5:42:11
2242,8162,Ethan Slark,5:42:14
2243,19014,Alexandra Cribbs,5:42:17
2244,18122,Lisa Trevino,5:42:21
2245,6122,Lisa Garces,5:42:23
2246,19013,Derrek Vanlith,5:42:23
2247,13132,Charran Sims,5:42:27
2248,25320,Natalie Smith,5:42:29
2249,16127,Shannon Rominger,5:42:32
2250,26173,William Kirwan,5:42:33
2251,16131,Riley Quinn,5:42:35
2252,19092,Ruben Garces,5:42:41
2253,420,Ken Ashby,5:42:48
2254,11102,Richard Beaird,5:42:51
2255,26225,Edward Juarez,5:42:51
2256,24084,Karl Egsieker,5:42:59
2257,26023,Julie Montoya,5:42:59
2258,16067,Erik Egsieker,5:42:59
2259,24204,Mary Egsieker,5:43:01
2260,24063,Doug Sanford,5:43:22
2261,17007,Rick Stotser,5:43:26
2262,26126,Hannah Graber,5:43:28
2263,26060,Katy Swab,5:43:31
2264,26058,Kayla Atkins,5:43:31
2265,24205,Valerie Skinner,5:43:31
2266,16011,Tarra Bopp,5:43:32
2267,12054,Carrie Jensen,5:43:32
2268,26142,Melissa Torres,5:43:33
2269,25068,Debra Wolf,5:43:35
2270,25188,Ashley Towe,5:43:41
2271,15079,Shar Hendrick,5:43:48
2272,17017,Joshua Lee,5:43:52
2273,18023,Christine Mayfield,5:44:01
2274,25179,Megan Friel,5:44:07
2275,9062,John Te'At,5:44:10
2276,26334,Erin Barry,5:44:12
2277,19147,Allison Nason,5:44:15
2278,9091,Ed Ferrell,5:44:24
2279,4126,Nerissa Lim,5:44:28
2280,19120,Anne Tuttle,5:44:31
2281,1037,Casey Kelly,5:44:33
2282,26164,Sandra Miranda,5:44:33
2283,25255,Carolyn Elsberry,5:44:47
2284,20091,Cody Hall,5:44:48
2285,11039,Travis Elkins,5:44:50
2286,8151,Brennen Finchum,5:44:52
2287,26290,Lee Watkins,5:44:56
2288,22021,Brad Sandlin,5:45:03
2289,18022,Caitlin Milan,5:45:04
2290,26080,Faith Lee,5:45:06
2291,19008,Tom Haddon,5:45:07
2292,15020,Alyssa Mcnally,5:45:11
2293,13049,Hiroki Inoue,5:45:17
2294,27068,Jodee Gopeng,5:45:21
2295,20173,Wendy Gardner,5:45:24
2296,19138,Sandra Rodriguez Amaya,5:45:24
2297,16070,Daniel Rubin,5:45:25
2298,24112,Rama Nagaraju,5:45:37
2299,25078,Bethany Mcdermott,5:45:44
2300,14023,Lyna Benson,5:45:47
2301,16197,James Williams,5:45:47
2302,12125,Derek Jones,5:45:47
2303,22038,Chris Woodard,5:45:50
2304,21132,Renee Campbell,5:46:03
2305,4127,Sonya Raithel,5:46:09
2306,22001,Jason Peace,5:46:21
2307,23019,Richard Bennett,5:46:24
2308,24116,Dale Stapler,5:46:31
2309,23007,Julie Mcphilomy,5:46:32
2310,24085,Cindy Gibbons,5:46:33
2311,19070,Cary Yuen,5:46:37
2312,18013,Allison Gonzales,5:46:41
2313,13128,Ian Birnie,5:46:41
2314,10046,John Shusterich,5:46:45
2315,10047,Brooke Mcewen,5:46:46
2316,16023,Christine Romm,5:46:47
2317,16022,Orlan Romm,5:46:47
2318,25211,Anna Nielsen,5:46:48
2319,18213,Julie Showalter,5:46:49
2320,12009,Ron Garcia,5:46:49
2321,26284,Grethel Alaniz,5:47:00
2322,26340,Rowena Gilmore,5:47:01
2323,20148,Mark Van Wolde,5:47:10
2324,10037,Ashley Tinius,5:47:14
2325,13076,Alan Walsh,5:47:31
2326,10141,Rachel Ortega,5:48:13
2327,23044,Melissa Grell,5:48:18
2328,10018,Brandon Roop,5:48:18
2329,18001,Laura Lynn Williams,5:48:23
2330,25282,Antoine Haugabook,5:48:29
2331,25119,Daryus Chambers,5:48:48
2332,18011,Maude Burns,5:48:52
2333,27031,Gene Marrano,5:48:56
2334,16228,Marianna Reynolds,5:49:06
2335,11128,Wanda Wright,5:49:12
2336,19084,Jessica Heritage,5:49:35
2337,27261,Jamie Cutts,5:50:01
2338,23042,Margaret Langford,5:50:12
2339,19037,Melanie Zinser,5:50:13
2340,21163,Michael Meza,5:50:23
2341,19018,Nichole Bowen,5:50:26
2342,27213,Scott Joseph,5:50:39
2343,26250,Steven Zubkoff,5:51:00
2344,16208,David Wetter,5:51:01
2345,26251,Erin Zubkoff,5:51:02
2346,9057,Daniel Stroud,5:51:33
2347,16076,Bobby Newman,5:51:35
2348,20137,Uyen Do,5:51:41
2349,20138,Trac Pham,5:51:41
2350,1199,Randy Mcdonald,5:51:43
2351,25312,Susanna Quasem,5:51:52
2352,16005,Lauren Veigulis,5:52:05
2353,7053,Greg Brown,5:52:08
2354,18118,Meg Lloyd,5:52:34
2355,11041,Shawn Chance,5:52:38
2356,10070,Rose Jones,5:52:57
2357,22103,Karen Todsen,5:53:02
2358,27256,Jessica Gray,5:53:16
2359,24121,Bala Sundaram,5:53:16
2360,26182,Hariharan Subrahmanyan,5:53:17
2361,16138,Jennifer Golbeck,5:53:22
2362,27110,Margaret Szarowicz,5:53:27
2363,21000,Heather Lobbezoo,5:53:28
2364,27131,Sherry Wiser George,5:53:34
2365,18087,Rhys Miller,5:53:56
2366,24120,Traci Kurilich,5:53:56
2367,25137,Vincent Berry,5:54:02
2368,13041,Schuyler Hughes,5:54:09
2369,17030,Brooks Woloshyn,5:54:24
2370,16092,Chris Chauvin,5:54:29
2371,15061,Nora Soto,5:54:45
2372,26193,Jennifer Arnold,5:55:01
2373,3007,James Schaper,5:55:08
2374,9092,Jack Crist,5:55:23
2375,22072,Sandy Pierce-Harsch,5:55:41
2376,16032,Erik Baeza,5:55:44
2377,21177,Bill Gregory,5:55:44
2378,26136,Chris Walters,5:55:45
2379,11069,Anthony Durik,5:55:48
2380,25226,Sarah Jenkins,5:56:11
2381,15126,Meredith Miller,5:56:18
2382,21060,Kathleen Fuchs,5:56:21
2383,12036,Leeann Fairbanks,5:56:35
2384,9006,Angela Knight,5:57:14
2385,25139,Louis Thompson Jr,5:57:38
2386,19080,Brandon Parmer,5:57:41
2387,4018,Catherine Novosel,5:57:43
2388,4017,Walter Novosel,5:57:43
2389,26254,Tessa Graham,5:58:12
2390,26112,Tamara Mocco,5:58:27
2391,16008,Starr Marks,5:58:28
2392,27046,Gloria Wright Cook,5:58:33
2393,13074,Joel Mccauley,5:59:30
2394,19090,Christopher Veres,5:59:35
2395,26062,Tonya Drew,5:59:41
2396,26304,Sonia Santander,5:59:43
2397,24090,Michael D'Agostino,5:59:48
2398,19082,James Snider,5:59:49
2399,26152,Kellie Tishma,5:59:59
2400,13126,Lindsay Frail,6:00:02
2401,19079,Kevin Johnson,6:00:09
2402,8128,Stephen Malone,6:00:29
2403,21100,Greg Marshall,6:00:40
2404,15075,Michael King,6:00:59
2405,10110,Hunter Mccrossin,6:01:20
2406,16019,Ricardo Sandy,6:01:26
2407,15005,Michael Nartker,6:01:54
2408,20031,Angela Whitley,6:01:59
2409,8159,Benjamin Arnold,6:01:59
2410,9075,Joshua Engelman,6:02:05
2411,9068,Justin Guiling,6:02:06
2412,24093,Whitney Aguilera,6:02:10
2413,10006,Marcela Rodriguez,6:02:32
2414,15066,Philip Housler,6:02:43
2415,24133,Sankalp Kaul,6:03:13
2416,27285,Raymond Vogtner,6:04:29
2417,7212,Will Stinson,6:05:15
2418,1223,Eddie Grier,6:05:16
2419,408,Dean Bowden,6:05:23
2420,4013,Heather Ferro,6:05:27
2421,23018,Cara Cullen,6:06:23
2422,16223,Sajan Moktan,6:06:33
2423,26028,Adriana Director,6:06:48
2424,8047,Michael Stewart,6:07:09
2425,20152,Carmen E. Baez,6:07:22
2426,4071,Elise Breda,6:07:59
2427,10023,Paul Van Peursem,6:08:02
2428,25156,Hilary Buchanan,6:08:11
2429,11017,Michael Williams,6:08:56
2430,25242,Lisa White,6:09:19
2431,18096,Patience Echem,6:09:23
2432,27187,Dawn Craig,6:09:31
2433,23015,Lou Oswald,6:09:31
2434,25306,Jill Barnes,6:09:33
2435,26108,Jullie Meyer,6:09:46
2436,13054,Bill Barrett,6:09:50
2437,19020,Bradley Scharfenberger,6:10:40
2438,15060,Diane Bolton,6:10:42
2439,9093,Rob Apple,6:10:45
2440,25040,Richard Zmuda,6:10:47
2441,25325,Lori Cheesman,6:10:59
2442,8023,Clint Demetriou,6:11:00
2443,8022,Clint Demetriou,6:11:39
2444,27289,Jennifer Grissom,6:11:45
2445,26219,Nilsa Torres,6:15:24
2446,26184,Ariel Alonzo,6:15:35
2447,24067,Maureen Hogan Lake,6:19:42
2448,27162,Alton Kornegay,6:19:49
2449,27368,Timothy Johnson,6:19:54
2450,8152,Emilia Hernandez,6:21:34
2451,22068,Allan Merrill,6:21:49
2452,8040,Jennifer Owens,6:21:49
2453,18101,Gabriel Garrido,6:23:56
2454,3165,Serena Neumann,6:23:57
2455,1219,Christina Thomas,6:24:51
2456,13087,Matt Mabe,6:25:04
2457,27189,Jane Mcgrath,6:25:43
2458,1068,Russell Rigsby,6:25:48
2459,1088,Gregory Tummins,6:25:51
2460,27191,NATHANAEL DILLARD,6:25:59
2461,1167,Vernon Ivy Jr,6:26:01
2462,4139,Maria Shircel,6:26:11
2463,24211,Josan Rivera,6:26:33
2464,26272,Daniel Martinez,6:30:24
2465,429,Dan Albert,6:38:15
2466,440,Daniel Albert,6:38:19
99999,21123,Samantha Miller,0:00:00
99999,27332,Tiffany Dupont,0:00:00
99999,19141,Stacey Lewis,0:00:00
99999,1202,Andre Mcdonald,2:08:22
99999,26267,Cliff Boyd,0:00:00
99999,26201,Patty Singley,0:00:00
99999,27195,Meredith Hall,0:00:00
99999,6014,Susan Maguire,0:00:00
99999,10146,Brian Reed,0:00:00
99999,6107,Mike Williams,0:00:00
99999,6081,Joshua Stafford,0:00:00
99999,1018,Richard Murray,0:00:00
99999,27237,Kristen Burney,0:00:00
99999,27171,Bryndis Svavarsdottir,5:58:15
99999,11044,Erica Watts,0:00:00
99999,8092,Kieth Otto,0:00:00
99999,4097,Christina Smith,0:00:00
99999,20071,Thomas Richter,0:00:00
99999,24148,Patricia Szymanski,0:00:00
99999,12063,Carlos Aro,0:00:00
99999,21140,Abbey Bentley,0:00:00
99999,22025,Shayna Travaglini,0:00:00
99999,12027,Spencer Herron,0:00:00
99999,3055,Matt Hunt,0:00:00
99999,5046,Kyle Stokes,0:00:00
99999,24171,Jessica Lynch,4:59:04
99999,6125,Jacob Mcknight,0:00:00
99999,25017,Simin Roward,0:00:00
99999,10069,Zach Nix,0:00:00
99999,1059,Ryan Dorr,0:00:00
99999,12103,Acacia Huff,0:00:00
99999,19011,Stacey Praska,0:00:00
99999,16193,Eduardo Silva Rojano,0:00:00
99999,13020,Ryan Harms,0:00:00
99999,27167,Chastine White,0:00:00
99999,3089,Erik Larson,0:00:00
99999,1105,Roger Hagans,0:00:00
99999,25135,Robert Rice,0:00:00
99999,21064,Jacob Abramowitz,0:00:00
99999,24165,Graham Neave,0:00:00
99999,25183,Nichol Fausett,0:00:00
99999,20110,Kenneth Master,0:00:00
99999,21117,Stacy Bishop,0:00:00
99999,26265,Michael Mabry,0:00:00
99999,27178,Katelyn Pratt,0:00:00
99999,27079,Jerome Argame,0:00:00
99999,27137,Lisa Manting Fu,4:59:04
99999,25087,Kelly Ward,0:00:00
99999,27122,Jennifer Kraus,5:42:52
99999,6023,Amanda Royalty,0:00:00
99999,26099,Rebecca Jimenez,4:59:05
99999,5001,Jaclyn Schuerholz,0:00:00
99999,15063,Lizzy Eleraky,0:00:00
99999,27106,Sarah Leffler,0:00:00
99999,16129,Jonathan Bird,5:04:56
99999,21056,Kaitlin Pawl,0:00:00
99999,20059,John Southey,0:00:00
99999,21050,Christy Souther,0:00:00
99999,11060,Hannah Flinchum,0:00:00
99999,5041,Kara Armstrong,0:00:00
99999,22051,Dottie Evans,4:04:54
99999,8057,Michelle Corrigan,0:00:00
99999,22000,Kevin Kent,0:00:00
99999,26024,Mario Gutierrez,0:00:00
99999,18007,Markie Kulovitz,0:00:00
99999,25202,Alan Earls,0:00:00
99999,27008,Eddie Gwock,0:00:00
99999,21030,Deanna Dahlem,0:00:00
99999,26057,Lorrie Huegel,4:32:46
99999,2014,Roy Headwell,0:00:00
99999,21104,Sarah Black,0:00:00
99999,27194,Grace Gonzalez,0:00:00
99999,12123,Jennifer Drury,0:00:00
99999,22033,Richard Epps,0:00:00
99999,3088,Matt Madden,0:00:00
99999,19114,Nathaniel Kinet,0:00:00
99999,10024,Colby Masterson,0:00:00
99999,27199,Beth Peterson,0:00:00
99999,27352,NATHANAEL DILLARD,0:00:00
99999,19004,Jacqueline Whitney,0:00:00
99999,3050,Sandra Moreira,0:00:00
99999,1209,Carlye Thommen,0:00:00
99999,20120,Michael Sosa,0:00:00
99999,12031,Todd Burka,0:00:00
99999,27152,Kathleen Gant,0:00:00
99999,25062,Sabrina Helterbrand,0:00:00
99999,26061,Michael Holland,0:00:00
99999,27073,Amanda Behnken,0:00:00
99999,9017,Paul Maddox,0:00:00
99999,13090,James Eberly,0:00:00
99999,20035,Mark Brewer,0:00:00
99999,8131,Rino Rojas,0:00:00
99999,26063,Debbie Shaffer,0:00:00
99999,26133,Linda Marsh,5:44:54
99999,18092,Amanda Wilkins,0:00:00
99999,24159,Michael Robison,0:00:00
99999,27268,Tammy Miller,0:00:00
99999,11065,Alyson Hutter,0:00:00
99999,20083,Terri Diemer,4:57:05
99999,8036,Jamie Sandbulte,0:00:00
99999,26014,Letty Simmons,0:00:00
99999,22074,Becca Conerly,0:00:00
99999,27097,Frank Bartocci,0:00:00
99999,1174,Jennifer Reeves,0:00:00
99999,26342,Yolanda Lacy,0:00:00
99999,16068,Anne Sause,0:00:00
99999,3075,Erik Hubbard,0:00:00
99999,24087,Richard Laverty,0:00:00
99999,25175,Katherine Kerr,0:00:00
99999,24060,Angel Prince,0:00:00
99999,21004,Sherry Fisher,0:00:00
99999,1136,Robert Treat Sawyer,0:00:00
99999,20072,Kraig Kolb,0:00:00
99999,22005,Brittany Edwards,0:00:00
99999,16123,Peter Ostrower,0:00:00
99999,24054,Cheryl Thompson,0:00:00
99999,27342,Mindy Mccalla,5:29:43
99999,23074,Mauro Garza,4:28:00
99999,16135,Tom Taylor,0:00:00
99999,1244,Bryan Banks,0:00:00
99999,11063,Marie Bauldry,0:00:00
99999,19068,Michelle Kukawski,0:00:00
99999,25104,Joshua Paulson,0:00:00
99999,19036,Kaitlyn Messinger,0:00:00
99999,26096,Ashley Holifield,0:00:00
99999,27139,Joanna Thompson,0:00:00
99999,3118,Jeff Offhaus,0:00:00
99999,26093,Racheal Hernandez,5:30:25
99999,24000,Pat Hastings,0:00:00
99999,5050,Mindy Kochuyt,0:00:00
99999,16002,Dennis K Cannon Jr,0:00:00
99999,1240,Tom Divinnie,0:00:00
99999,21075,Ryan Oneill,0:00:00
99999,24043,Lori Quinn,0:00:00
99999,14013,Mason Henderson,0:00:00
99999,21164,Darlene Windsor,5:46:49
99999,2110,Cam Waters,0:00:00
99999,22016,Megan Kilber,0:00:00
99999,15125,Karen Murray,0:00:00
99999,1133,Kara Altes,0:00:00
99999,8068,Amanda Ulrey,0:00:00
99999,1065,Adam Reynolds,0:00:00
99999,16006,Donald Woods,0:00:00
99999,20150,Tina Ellis,0:00:00
99999,27007,Amber Buckalew,0:00:00
99999,15026,David Mann,0:00:00
99999,7154,Graeme Beal,0:00:00
99999,26110,Amy Dykstra,0:00:00
99999,15095,David Cain,0:00:00
99999,27081,Andrea Fuller,0:00:00
99999,10073,Kyla Stripling,0:00:00
99999,26150,Syrrus Powell,0:00:00
99999,14034,Ben Walters,4:56:20
99999,25197,Diane Schuster,0:00:00
99999,3084,Joshua Bailey,0:00:00
99999,25088,Jackson P Ward Iv,0:00:00
99999,6155,Max Cook,0:00:00
99999,3025,Flavio Fuentes,0:00:00
99999,3049,Robert Malinzak,0:00:00
99999,7207,Luke Clark,0:00:00
99999,13040,Jeffrey Johnson,0:00:00
99999,5025,Mead Blum,0:00:00
99999,13043,Mead Blum,0:00:00
99999,26278,Ross Plummer,0:00:00
99999,1039,Kevin Oconnor,0:00:00
99999,3010,Alex Osborne,0:00:00
99999,27179,Helm Tanya,0:00:00
99999,7040,Ashraf Ahmed,0:00:00
99999,25092,Sarah Jones,0:00:00
99999,27273,Connie Lynn,0:00:00
99999,2104,George Spilich,2:24:21
99999,4023,Patrick Weldon,0:00:00
99999,27116,Denise Duitsman,0:00:00
99999,27080,Genevieve Ness,5:48:30
99999,27177,Dale Rucker,4:49:50
99999,11070,Joseph Barnes,0:00:00
99999,12127,Sarah Roelfs,0:00:00
99999,24076,John Jeter,0:00:00
99999,24014,Sarah Burgin,0:00:00
99999,21150,Eric Cole,0:00:00
99999,25213,Geoff Smith,0:00:00
99999,27182,Melissa Minard,5:13:58
99999,13005,Jj Joralemon,0:00:00
99999,15071,Kenneth Moffat,2:25:00
99999,27044,Sheryl Rossburg,0:00:00
99999,7124,Alyssa Bader,0:00:00
99999,3062,Sara Greco,0:00:00
99999,2025,Allison Merlo,0:00:00
99999,6137,Sara Brooks,0:00:00
99999,15074,Baron Frost,0:00:00
99999,25170,Octavia Gear,0:00:00
99999,26178,Rod Strodl,0:00:00
99999,24074,Ashley Cooley,0:00:00
99999,27133,Tene Franklin,0:00:00
99999,15112,Mark Filippi,0:00:00
99999,2090,Lawrence Miller,0:00:00
99999,1160,Jennifer Wheeler,0:00:00
99999,24153,Gina Shipley,0:00:00
99999,12050,Edward Jones,0:00:00
99999,25032,Jared Stone,0:00:00
99999,13042,Lauren Curtis,0:00:00
99999,27235,Anastasia Allen,0:00:00
99999,3016,Nicole Powell,0:00:00
99999,24029,Jennifer Robinson,5:09:38
99999,15027,Jessica Cellana,3:23:02
99999,16186,Lisa Jennings,0:00:00
99999,25333,Ann Madigan,0:00:00
99999,2072,Christopher Zona,0:00:00
99999,21127,Courtney Lewis,0:00:00
99999,13025,Kristin Muff,5:16:17
99999,4022,Stephanie Weldon,0:00:00
99999,20102,Jennifer Balzart,0:00:00
99999,16036,Philip Buchanan,0:00:00
99999,6139,Forest Robinson,0:00:00
99999,27127,Jim Ehrmantraut,0:00:00
99999,18078,Laura Dellalana,0:00:00
99999,1188,Sherry Hanks,0:00:00
99999,1047,Jared Sweet,0:00:00
99999,27145,Calvin Poeschel,0:00:00
99999,4081,Allegra Crowder,3:41:41
99999,10003,Dawn Blanchard,0:00:00
99999,12006,Alexander Luo,0:00:00
99999,8029,Timothy Arens,0:00:00
99999,7041,Chelsea Johnson,0:00:00
99999,16143,Carson Boneck,0:00:00
99999,26033,Abby Bassett,3:02:38
99999,26016,Daphney Davis,6:08:08
99999,26159,Melanie Miller,0:00:00
99999,24065,Michael Nekola,0:00:00
99999,13067,Tom Reinert,0:00:00
99999,25173,Jeffrey Johnston,0:00:00
99999,26070,Beth Biddle,5:16:24
99999,27327,Daniel Rodriguez,0:00:00
99999,22011,Andy Nicoletti,2:56:42
99999,20171,Julie Dotseth,0:00:00
99999,10124,Zane Kirkpatrick,0:00:00
99999,27035,Willie Mosley,0:00:00
99999,22029,Melissa Leach,0:00:00
99999,26021,Patrick Shawn O'Conner,0:00:00
99999,7149,Christoph Bremmer,0:00:00
99999,26169,Rebecca Butler,0:00:00
99999,27147,Josie Brown,0:00:00
99999,15025,Kelly Garland,0:00:00
99999,24109,Candice Petrunger,0:00:00
99999,8118,Daniel Lyons,0:00:00
99999,19009,Vincent Graffeo,0:00:00
99999,14036,Kevin Wilson,0:00:00
99999,23060,John Hansen,0:00:00
99999,10097,Eric Graf,0:00:00
99999,15114,Barbara Dangelo,0:00:00
99999,16118,Vicki Fredericksen,0:00:00
99999,24030,James Murphy,0:00:00
99999,25077,Lisa Nguyen,0:00:00
99999,12068,Diana Bibeau,0:00:00
99999,25177,Dana Harman,0:00:00
99999,20114,Jim Morrison,0:00:00
99999,20149,James Seaton,0:00:00
99999,24017,Caylee Johnson,0:00:00
99999,27271,Sabitha Pandit,0:00:00
99999,21079,Perry Bruno,0:00:00
99999,13006,Daniel Lopez,0:00:00
99999,26295,Emily Rogers,0:00:00
99999,18080,Ashley Brasko,0:00:00
99999,25100,Nell Green,4:48:47
99999,26105,Josh Mcginnis,0:00:00
99999,10050,Kasey Penk,0:00:00
99999,27120,Michael Neill,0:00:00
99999,4107,Matthew Work,0:00:00
99999,2109,Beth Dollas,0:00:00
99999,3044,Brian Bink,0:00:00
99999,27126,Tyler Burke,0:00:00
99999,16107,David Cornell,0:00:00
99999,25098,Allison Barker,0:00:00
99999,24047,Jared Guest,0:00:00
99999,3094,Stephen Bishop,0:00:00
99999,15070,John Cavallo,0:00:00
99999,26170,Jill Egbert,0:00:00
99999,1195,Earen Hill,0:00:00
99999,25043,Jaclynn Leveille,0:00:00
99999,27207,Sean Hansen,0:00:00
99999,4090,Phillip Beaulieu,0:00:00
99999,16058,Taylor Doyle,0:00:00
99999,10036,Brian Tinius,0:00:00
99999,19094,Tara Mcfadden,0:00:00
