Overall,Bib,Name,Time
711,7077,Peter Mittelholzer,4:36:04
712,16205,Barbi Clementi,4:36:08
713,1124,John Steadman,4:36:09
714,10090,Margaret Beaton,4:36:17
715,17041,Andrew Vogel,4:36:17
716,12055,Greg Faust,4:36:20
717,16214,Kimberly Williams,4:36:21
718,19029,Rachel Sims,4:36:26
719,12082,Lisa Zaccarelli,4:36:29
720,12135,Agueda Gorka,4:36:31
721,20015,Douglas Lombardo,4:36:31
722,24215,Natalie Clawson,4:36:33
723,26314,Ariana Lee,4:36:37
724,13029,Stephen Harmon,4:36:39
725,11006,Richard Blair,4:36:40
726,20205,Scott Christian,4:36:56
727,27164,Daniel Lopez,4:37:03
728,7099,Jason Sexton,4:37:05
729,27345,Duane George,4:37:11
730,7014,Ramon Figueroa,4:37:11
731,14008,Sherri Taylor,4:37:15
732,21077,Miranda Garcia,4:37:24
733,7106,Melissa Bellin,4:37:26
734,3153,Jamey Doran,4:37:34
735,17048,Karen Murphy,4:37:39
736,4007,Robert Mcbee,4:37:43
737,5026,Christy Bigelow,4:37:44
738,3121,Jeff Cook-Mccormac,4:37:46
739,3023,Tyler Keys,4:37:46
740,5054,Christa Poremba,4:37:48
741,16137,Sterling Hartman,4:37:49
742,22058,Sam Spellman,4:37:54
743,1035,Nico Merritt,4:37:54
744,11142,Derrick Rowe,4:37:54
745,25004,Minerva Rosa-Gonzalez,4:37:55
746,6019,Tom Collard,4:37:55
747,6151,Alan Zobler,4:37:56
748,15030,Faren Honess,4:37:59
749,10112,Ellie Doyle,4:38:00
750,16204,Joe Clementi,4:38:03
751,8054,Alexander Krivanek,4:38:03
752,6071,Douglas Miller,4:38:03
753,7096,Lauren Coheley,4:38:05
754,4049,Katarina Von Lehmden,4:38:12
755,17025,Lizzie Ayoub,4:38:17
756,5017,Daniel Blackaby,4:38:19
757,3155,Herbert Deberry,4:38:19
758,16179,Jennifer Giambalvo,4:38:20
759,16180,Michelle Weaver,4:38:20
760,16198,Luke Berning,4:38:20
761,16224,Susannah Guthrie,4:38:22
762,13106,Kerstyn Motter,4:38:23
763,15041,Jeff Thomas,4:38:30
764,16102,Jillian Thomas,4:38:50
765,8154,Allen Worral,4:38:54
766,17043,Sean Baum,4:38:56
767,21131,Kevin Laporte,4:38:56
768,7018,Jack Dyer,4:38:57
769,26202,Kathie Knoll,4:38:58
770,10042,Jacqueline Beck,4:39:01
771,8160,John Cofer,4:39:02
772,26236,Rachel Hagan,4:39:03
773,26156,Tara Blocher,4:39:04
774,6176,Jodi Davis,4:39:06
775,9032,Crystal Van Over,4:39:08
776,19085,Taylor Irvin,4:39:08
777,6043,Matthew Milam,4:39:09
778,9073,Kellie Givens,4:39:09
779,24117,Relly King,4:39:13
780,18002,Cavan Holley,4:39:16
781,22055,Daiva Berzinskas,4:39:21
782,20074,Aimee Jensen,4:39:22
783,17005,Michael Payne,4:39:23
784,2067,Greg Eubanks,4:39:27
785,21012,Jacob Brown,4:39:30
786,1125,Dustin Sergesketter,4:39:40
787,10149,Adam Blevins,4:39:42
788,7061,Steven Schwartz,4:39:54
789,7062,Nic Schwartz,4:39:54
790,8133,Peter Brown,4:39:54
791,16053,Michael Mcdermott,4:39:57
792,23068,Craig Perry,4:39:59
793,26198,Randy Knoll,4:40:15
794,22057,Cathy Alcock,4:40:17
795,18089,Bounsavath Sivilay,4:40:18
796,8075,Gary Piligian,4:40:22
797,16083,Tracy Lacey,4:40:26
798,26277,Brendan Boland,4:40:29
799,18135,Ann Wilson,4:40:35
800,25235,Ethan Dick,4:40:36
801,3056,Brandon `hylton,4:40:43
802,23058,Paulette Mchugh,4:40:45
803,25187,Alecia Moritz,4:40:49
804,11096,Zach Minnerly,4:40:51
805,15019,Gang Wei,4:40:55
806,7073,Davis Garcia,4:40:58
807,7203,Kristy Newman,4:41:00
808,19047,Lauren Smith,4:41:00
809,18113,Scott Gallos,4:41:05
810,16139,Jeania Norton,4:41:08
811,12065,Samantha Wilburn,4:41:16
812,7087,Chris Layfield,4:41:18
813,10095,Abigail Farrow,4:41:19
814,21154,Chase Hoyt,4:41:19
815,4183,Jeffrey George,4:41:23
816,18018,Dana' Lee-Weiland,4:41:24
817,10064,Evan Elliott,4:41:25
818,14076,Sam Fangman,4:41:34
819,16085,Daniel Simmons,4:41:35
820,4006,Christian Linares,4:41:44
821,16192,Rubén Trejo,4:41:46
822,8066,Robert Rush,4:41:47
823,21071,Alyssa Schwartz,4:41:51
824,21153,Brittney Schwartz,4:41:53
825,11062,Patrick O’Neil Mr,4:41:54
826,7168,Daniel Kuppler,4:41:55
827,6170,Avat Shekoofa,4:41:58
828,5000,John Dombach,4:42:02
829,9108,Carolyn Mccarty,4:42:15
830,8055,Stanley Orr,4:42:20
831,11117,Jessie Copeland,4:42:20
832,8002,Cynthia Sandler,4:42:21
833,3069,Kevin Theobald,4:42:22
834,16016,Jennifer Bengtson,4:42:26
835,8033,Amanda White,4:42:27
836,7044,Dave Simons,4:42:30
837,12030,Jaime Lewis,4:42:44
838,3051,Chase Morris,4:42:58
839,4014,William Buettner,4:43:00
840,12105,Jonathan Trevathan,4:43:00
841,9088,Troy Ray Grimes,4:43:03
842,24207,Kathryn Hickey,4:43:04
843,5048,Christine Savilo,4:43:05
844,19166,Matthew Erdman,4:43:05
845,25069,Heidi Caruso,4:43:05
846,7118,Jared Gaudet,4:43:06
847,1028,Matthew Diveronica,4:43:06
848,25072,Kate Alnutt,4:43:08
849,7191,Mark Scrivner,4:43:09
850,6008,Johanna Zettersten,4:43:09
851,10053,Andy Buck,4:43:11
852,19006,Shelene Petersen,4:43:16
853,15076,Charles Florence,4:43:24
854,21040,Nena Guin,4:43:29
855,13075,Alfred Biqiku,4:43:33
856,15015,Bruce Tyler,4:43:38
857,24042,Anna Kaufmann,4:43:38
858,26255,Wade Anderson,4:43:44
859,18027,Joel Henley,4:43:45
860,13008,Andrew Zenor,4:43:46
861,24182,Andrew Walker,4:43:54
862,8010,Anisia Tellefsen,4:43:56
863,21161,Hunter Jones,4:43:56
864,13053,Andrew Dunn,4:43:59
865,6096,Holly Scott,4:44:00
866,27090,Erin Laughlin,4:44:01
867,8161,Robert Phifer,4:44:04
868,17038,Sal-Lee Patti,4:44:05
869,26232,James Sturgell,4:44:05
870,22087,Jaclynn Gostomski,4:44:07
871,7047,Sam Rutowski,4:44:07
872,6032,Peter Ledet,4:44:07
873,5085,Katie Schuff,4:44:11
874,8140,Carla Simon,4:44:13
875,15002,Lauren Mcguire,4:44:13
876,16226,Albert Frisone,4:44:16
877,26044,Clare Phung,4:44:16
878,10030,Austin Hanika,4:44:17
879,14028,Nick Bottenus,4:44:21
880,6027,Jackson Knouse,4:44:21
881,27010,Jessica Johns,4:44:27
882,7000,Mohammad Harati,4:44:28
883,8108,Chris Hall,4:44:32
884,7092,Daniel Armstrong,4:44:33
885,12014,Jeff Rudlaff,4:44:37
886,5036,Ray Beem,4:44:37
887,26245,Bob Farris,4:44:37
888,19124,Kerry Bisset,4:44:38
889,24111,Dillon Mitchell,4:44:40
890,24027,Sandra Mclagan,4:44:42
891,25244,Jackie Davenport,4:44:42
892,3060,Michael Luu,4:44:44
893,7064,Charleston Hurley,4:44:47
894,8056,Kathryn Scully,4:44:47
895,8013,Koji Takeda,4:44:56
896,26194,Jennifer Witmer,4:44:59
897,7050,Dana Wilson,4:45:11
898,11120,Graciela Garcia,4:45:14
899,3145,Jimmie Holland,4:45:18
900,8027,Harlow Sumerford,4:45:18
901,8167,Jody Zylstra,4:45:19
902,10104,Julia Kilcoyne,4:45:20
903,21080,Sara Cayton,4:45:23
904,7037,Shane Sonnenfeld,4:45:29
905,6002,Tyler Horne,4:45:30
906,7010,Martin Lagler,4:45:30
907,3042,Rick Stulz,4:45:32
908,16088,Vanessa Johnson,4:45:33
909,10021,Daniel Farrar,4:45:35
910,8019,Pat Birnie,4:45:37
911,8062,Derek Bross,4:45:47
912,2022,Catherine Coverley,4:45:49
913,8114,Maureen Heintz,4:45:51
914,2074,Stephen Stets,4:45:52
915,26337,Jason Wall,4:45:53
916,27036,Kathrin Dzimian,4:45:57
917,18054,Kirsten Hampton,4:45:58
918,27328,Chelsea Flynn,4:45:59
919,6202,Timothy Chess,4:46:02
920,8046,Janielle Willhite,4:46:03
921,27022,Maka Hedrington,4:46:04
922,8058,Ryan Boring,4:46:04
923,11071,Tyler Graves,4:46:10
924,21093,Michelle Simpson,4:46:13
925,6028,Adam Scheuer,4:46:19
926,21049,Shawn Villar,4:46:22
927,8024,Pete Palermo,4:46:28
928,20011,Laura Bernazzani,4:46:28
929,6198,Joe Knight,4:46:29
930,22106,James Hervey,4:46:32
931,10115,Jerriet Mchaney,4:46:32
932,7128,Matt Mcmillian,4:46:35
933,8156,Stephen Reed,4:46:41
934,3018,Drake Foster,4:46:41
935,18067,Brock Strom,4:46:42
936,18131,Mackenzie Baker,4:46:44
937,23057,Dan Solomon,4:46:45
938,18076,Linsay Cooper,4:46:46
939,18057,Jennie Campbell,4:46:52
940,11030,John Crum,4:46:56
941,27276,Eddie Godwin,4:47:00
942,9053,Casey Brooks,4:47:07
943,6025,Brad Shaw,4:47:07
944,5052,Jason Krull,4:47:07
945,25281,Clay Warmbrod,4:47:07
946,12056,Lee Schmidt,4:47:10
947,9043,Dayana Muzinek,4:47:10
948,19012,Jessi Smith,4:47:13
949,12034,Jay Colley,4:47:17
950,25221,Bob Mcdermott,4:47:18
951,13131,Jonathan Shearer,4:47:18
952,27277,Candy Cook,4:47:18
953,16159,Lauren Johnston,4:47:18
954,14079,Andrell Hardy,4:47:22
955,24039,Keyne Quiroga-Anania,4:47:22
956,25220,Kathryn Mcdermott,4:47:24
957,16021,Maggie Bragassi,4:47:26
958,12024,Lana Bellar,4:47:27
959,24094,Nicole Burnett,4:47:27
960,26211,Ashley Krone,4:47:27
961,15089,Mercedes Siegle-Gaither,4:47:29
962,16020,Jason Bragassi,4:47:29
963,21091,Daisuke Katagiri,4:47:31
964,3047,Thomas Florian,4:47:31
965,26305,Jason Lee,4:47:32
966,15024,Matthew Ferris,4:47:33
967,12096,Kathryne Howard,4:47:33
968,23004,Margo Sauter,4:47:34
969,7190,Kim Gray,4:47:35
970,21102,Ashley Reeves,4:47:38
971,9018,David Harvey,4:47:38
972,7156,Tara Thomas,4:47:38
973,27274,Valene Mason,4:47:38
974,16232,Cesar Navarro,4:47:40
975,24167,Jeff Mebel,4:47:46
976,26084,Brandon Wallace,4:47:46
977,25337,Niraj Sanghvi,4:47:51
978,26040,Kelly Flynn,4:48:00
979,27027,Chris Lejman,4:48:00
980,14037,Tyler Trampler,4:48:00
981,16150,Rodney Amburgy,4:48:01
982,26041,Casey Mcnamara,4:48:01
983,17019,Tyler Amburgy,4:48:02
984,27025,Holly Norris,4:48:03
985,24230,Chad Mullins,4:48:07
986,8048,Ryan Duy,4:48:08
987,13016,Cristian Padilla,4:48:10
988,8155,Thomas Bryan,4:48:16
989,20022,Robespierre Anudon,4:48:17
990,10040,Glen Saeger,4:48:18
991,5098,Joseph Ngo,4:48:19
992,25182,Joan Cardinal,4:48:20
993,14075,Diogo Francisco Dos Santos,4:48:20
994,15028,Alyssa Minson,4:48:23
995,13070,Jamie Miller,4:48:25
996,6009,Chris Pinson,4:48:28
997,7091,Amy Varga,4:48:30
998,9097,Jordan Fields,4:48:32
999,27248,Amanda Markovich,4:48:32
1000,5088,Donald Schepers,4:48:33
1001,17034,Ariel Mcconnell,4:48:34
1002,14070,Daniel Saeger,4:48:38
1003,9051,Steven Meyer,4:48:39
1004,27039,Jeremy Day,4:48:46
1005,16220,Taylor Dartt,4:48:48
1006,10126,Allie Young,4:48:52
1007,16125,Gingging Carter,4:48:52
1008,7024,Larry Roe,4:48:53
1009,23055,Dana Schantz,4:48:54
1010,14046,Ben Gallatin,4:48:56
1011,26308,Seng Mon Chin,4:49:00
1012,10119,Jake Tanenbaum,4:49:02
1013,19063,Emily Rickard,4:49:03
1014,8052,Brent Wiseman,4:49:09
1015,3012,Conner Nagel,4:49:14
1016,24110,Julie Peacock,4:49:16
1017,19101,Julie Sherwood,4:49:17
1018,16087,Elizabeth Menard,4:49:20
1019,15085,Jody Tabner Thayer,4:49:23
1020,12133,Mark Faucette,4:49:24
1021,15122,Angela Ewald,4:49:29
1022,18043,Richard Vestal,4:49:31
1023,10004,Richard Dunbar,4:49:35
1024,15022,Marisela Ramos,4:49:41
1025,16049,Katya Lambo,4:49:43
1026,7046,Jeremy Weekley,4:49:45
1027,5094,Alex Dayvolt,4:49:49
1028,24071,Shelley Cox,4:49:55
1029,6050,Holly Ward,4:49:55
1030,8141,Nicholas Tang,4:49:55
1031,12092,Henry Kirse,4:49:56
1032,14060,Alex Tinianow,4:49:58
1033,5023,Mark Brinkman,4:49:58
1034,18071,Cora Munroe,4:50:05
1035,13083,Kevin Ford,4:50:05
1036,15108,Patrick Brown,4:50:06
1037,17044,Ashleigh Pavey,4:50:13
1038,15110,Cory Disbennett,4:50:20
1039,25279,Tammy Sledge,4:50:21
1040,21059,Karen Mccue,4:50:22
1041,4029,Jamie Adcox,4:50:22
1042,25081,John Schaefer,4:50:24
1043,26282,Stephanie Bautista,4:50:26
1044,7101,Alex Macarthur,4:50:26
1045,15018,Christian Hubbard,4:50:27
1046,21048,Antonio Landin Sobrinho,4:50:28
1047,4030,Lawrence Thurman,4:50:32
1048,27009,Dallas Smith,4:50:33
1049,13039,Aaron Chandler,4:50:35
1050,3104,John Millett,4:50:36
1051,12128,Gene Boehm,4:50:43
1052,9077,Orly Klein,4:50:46
1053,23041,Bill Kimm,4:50:53
1054,6005,Alexaner Waner,4:50:57
1055,2116,Noah Sondag,4:51:00
1056,27306,Onnie Davis,4:51:01
1057,26315,Shad Acker,4:51:02
1058,26031,Amanda Nisula,4:51:03
1059,26119,Kenneth Fiorilli,4:51:07
1060,24097,Kevin Lewis,4:51:12
1061,5021,Ed Butler,4:51:19
1062,6013,Joshua Allen,4:51:19
1063,25215,Zack Graber,4:51:23
1064,24072,Carol Burtnack,4:51:25
1065,16166,Monique Williams,4:51:25
1066,9101,Alison O'Connor,4:51:26
1067,27333,Yesenia Brown,4:51:29
1068,21008,Toumnakone (Annie) Hester,4:51:36
1069,26319,Candace Durham,4:51:41
1070,10038,Amy Foutch,4:51:41
1071,9023,Alison Andrade,4:51:44
1072,23009,Tammy Philhower,4:51:45
1073,14040,Kenneth Ketchum,4:51:45
1074,24226,Tish Yates,4:51:46
1075,24103,Fredy Gonzalez,4:51:48
1076,24080,Hillary Steinwinder,4:51:51
1077,18025,Jerry Benns,4:51:55
1078,16012,Fabio Marri,4:52:00
1079,11001,Matt Prissel,4:52:01
1080,23070,Konstance Carlisle,4:52:01
1081,19173,Allison Felter,4:52:04
1082,15031,Madeleine Pascale,4:52:04
1083,21036,Amy Scott,4:52:07
1084,16162,Catherine Brinkley,4:52:10
1085,14045,Suresh Kumar,4:52:11
1086,3039,Matthew Walmsley,4:52:12
1087,13122,Julie Nave,4:52:13
1088,21155,Megan Hunt,4:52:14
1089,14080,Shannon Balfour,4:52:15
1090,2130,Donald Stover,4:52:17
1091,14048,Jason Carter,4:52:22
1092,9102,Justin Wilkins,4:52:24
1093,22027,Jennifer Seitz,4:52:34
1094,18039,Amy Ziliak,4:52:35
1095,13060,Kortney Clark,4:52:36
1096,24166,Juanita Taylor,4:52:37
1097,16168,Andrew Smith,4:52:37
1098,19143,Alan Maxwell,4:52:48
1099,8014,Timothy Arens,4:52:49
1100,3068,Jeff Dalzell,4:52:50
1101,25150,Lindy Bell,4:52:51
1102,8016,Chris Roth,4:52:53
1103,14007,Danielle D'Amato,4:52:56
1104,26326,Caleb Walker,4:52:59
1105,16059,Lindsey Dasher,4:53:00
1106,8149,Brennan Fitzgerald,4:53:04
1107,21184,Gary Garza,4:53:07
1108,19093,Hector Martinez,4:53:07
1109,15012,Jon Penick,4:53:07
1110,9020,Kolton Thomas,4:53:08
1111,27280,William Whitson,4:53:15
1112,3004,Jacek Zapendowski,4:53:16
1113,27021,Laken Waggoner,4:53:18
1114,26166,Emmie Majka,4:53:18
1115,19161,Terry Tiu,4:53:19
1116,20164,Annmarie Moshos,4:53:19
1117,27087,Don Balkwell,4:53:19
1118,25057,Collette Rodrigues,4:53:22
1119,26316,Annelise Jensen,4:53:22
1120,23029,Benjamin O'Dell,4:53:25
1121,24104,Scot Baldwin Sr.,4:53:30
1122,24012,Elizabeth Stolz,4:53:32
1123,11032,Owen Ouellette,4:53:35
1124,24222,Raviteja Tatineni,4:53:35
1125,23040,Rachel Morrell,4:53:37
1126,13064,Arthur Baxter,4:53:42
1127,18141,Matt Bolin,4:53:45
1128,14018,Stefan Green,4:53:47
1129,27094,Mark Larsen,4:53:48
1130,16007,David Marks,4:53:52
1131,15007,Susan Ashworth,4:53:52
1132,7036,Catherine Fedorka,4:53:53
1133,4104,Amanda Staggs,4:53:55
1134,15124,Keith Solar,4:53:56
1135,24064,Sara Devoogd,4:54:01
1136,26207,Ashley Jordan,4:54:04
1137,18009,Jeremy Shearer,4:54:07
1138,11107,Bill Vance,4:54:13
1139,24009,Marvin Davis,4:54:15
1140,20104,Ashly Moran,4:54:18
1141,9050,James Hinson,4:54:22
1142,16028,Matt Morlen,4:54:22
1143,25038,Chelsea Gordon,4:54:25
1144,22080,Ling Jackson,4:54:26
1145,24049,Mark Willingham,4:54:27
1146,25322,Robert Keith,4:54:28
1147,8120,Jason Jessie,4:54:29
1148,7082,David Garcia,4:54:29
1149,18120,Carolyn Talaske,4:54:30
1150,24195,Alivia Kelsey,4:54:31
1151,20048,Samantha Straky,4:54:32
1152,25101,Cristina Leaños,4:54:38
1153,25018,Jaimie Newman,4:54:50
1154,22002,Crystal Nihoris,4:54:52
1155,27072,Megan Rader,4:54:58
1156,14055,Keith Becklin,4:55:00
1157,8135,Braden Wuerch,4:55:01
1158,20106,Cliff Jennings,4:55:01
1159,25214,Jacqueline Hudson,4:55:02
1160,11123,Butch Whitworth,4:55:04
1161,15036,Hannah Behrens,4:55:04
1162,1187,Keith Reardon,4:55:06
1163,23005,John Hendricks,4:55:07
1164,4027,Kriste Sheft,4:55:12
1165,26297,Nikki Harvey,4:55:14
1166,21157,Malua Holzberger,4:55:15
1167,27296,Candy Richardson,4:55:15
1168,8109,Jim Gavanus,4:55:18
1169,11057,Rome Reiswig,4:55:23
1170,25249,Sarah Rhodes,4:55:25
1171,14078,Richard Remigailo Jr,4:55:31
1172,14014,Alexander Remigailo,4:55:33
1173,1052,Patrick Westmoreland,4:55:34
1174,11085,Eric Steinberg,4:55:37
1175,16178,Jennifer Yager,4:55:41
1176,16055,Brittany Schenk,4:55:42
1177,16056,Charles Anderson,4:55:43
1178,10011,James Atkinson,4:55:46
1179,20131,Tammie Williams,4:55:47
1180,7198,Jarron Springer,4:56:03
1181,18042,Christina Schumann,4:56:03
1182,424,Brett Smith,4:56:03
1183,24157,Pranavi Tella,4:56:05
1184,22048,Christian Efken,4:56:10
1185,26111,Nikita Thomas,4:56:23
1186,20018,Shannon Foster,4:56:34
1187,7027,Lucy Smiley,4:56:35
1188,27220,Xing Wu,4:56:37
1189,7094,Kurt Van Wagenen,4:56:38
1190,11021,Todd Fisher,4:56:40
1191,18100,Tressa Gitzlaff,4:56:42
1192,20116,Holly Keeton,4:56:47
1193,11139,Zac Chan,4:56:48
1194,11138,Laura Money,4:56:48
1195,23014,Emily Summers,4:56:49
1196,18127,Nichole Sellers,4:56:49
1197,7209,Juan Carlos Mena Ivars,4:56:52
1198,16105,Kallie Riopelle,4:56:59
1199,9030,Christine Greer,4:57:01
1200,9007,Curtis Chiochanyont,4:57:08
1201,11104,Joe Durrett,4:57:13
1202,11103,Emily Durrett,4:57:14
1203,11049,Heather Hamilton,4:57:16
1204,24115,Amanda Fonteyne,4:57:17
1205,25247,Amy Beerman,4:57:18
1206,6024,Les Shaw,4:57:21
1207,18079,Jody Reinhardt,4:57:23
1208,25103,Samantha Hancock,4:57:26
1209,19038,Erin Primdahl,4:57:26
1210,8012,Nathan Moore,4:57:27
1211,8089,Alex Anaya,4:57:27
1212,21054,Catherine Meador,4:57:29
1213,19104,Nicki Huprich,4:57:31
1214,26228,Tony Wehner,4:57:34
1215,11140,Christopher Hamer,4:57:36
1216,25083,Toni Conway,4:57:39
1217,27242,Kelly Searfoss,4:57:42
1218,11124,Josh Green,4:57:42
1219,25277,Tony Smith,4:57:43
1220,8117,David Persson,4:57:44
1221,22043,Kyla Cook,4:57:47
1222,16033,Daniel Foley Jr,4:57:52
1223,9036,Johnnie Jones,4:57:54
1224,9035,Eva Jones,4:57:55
1225,25241,Adam Crain,4:57:56
1226,25123,Jared Crain,4:57:57
1227,16037,Paul Kinderman,4:58:00
1228,15082,Arnt Arvik,4:58:01
1229,16141,Bethany Nicholson,4:58:05
1230,2091,Michael Musacchio,4:58:09
1231,14072,Fernando Balmaceda,4:58:09
1232,10120,Jared Jones,4:58:10
1233,19151,Rafeed Chaudhury,4:58:13
1234,24013,Max Sa Leitao,4:58:16
1235,12099,Carmen Stubblefield,4:58:16
1236,12098,Joseph Mcguinness,4:58:16
1237,10045,Megan Daly,4:58:21
1238,21106,Helene Nguyen,4:58:23
1239,25041,Phuong Thai,4:58:23
1240,8150,Steven Smith,4:58:32
1241,9064,Magnus Gorrie,4:58:38
1242,25193,Molly Davis,4:58:38
1243,19003,Amanda Booker,4:58:41
1244,12013,Ron Spruill,4:58:42
1245,6020,Kevin Bell,4:58:42
1246,16149,Kyle Morgan,4:58:43
1247,18136,Caitlin Siegel,4:58:44
1248,7192,Jami Youngmann,4:58:44
1249,25042,Constance Munday,4:58:46
1250,10057,Ryan Badgley,4:58:46
1251,10071,Chris Cahee,4:58:50
1252,25208,Te'Retta Hall,4:58:54
1253,16106,Ken Oeser,4:58:55
1254,16110,Elizabeth Prosser,4:58:59
1255,21020,Kirk Smiley,4:59:09
1256,19007,Rameshkumar Bhoopalan,4:59:10
1257,23062,Allyson H,4:59:12
1258,17004,Clayton Severson,4:59:12
1259,20052,Darrell Nabers,4:59:14
1260,24213,Kyle Ashmore,4:59:15
1261,11082,Steve Craver,4:59:18
1262,16212,Cameron Koziarz,4:59:19
1263,13099,Dan Armstrong,4:59:21
1264,12079,Jonathan Binkley,4:59:32
1265,13037,James Alfaro,4:59:34
1266,25231,Todd Warkentien,4:59:39
1267,24235,Robert Hartley,4:59:39
1268,8170,Jaclene Simpson,4:59:40
1269,24068,Rachel Holden,4:59:42
1270,8112,Jason Wells,4:59:45
1271,21015,Michelle Brown,4:59:45
1272,11077,Carole Singelais,4:59:46
1273,1103,Cody Sivley,4:59:49
1274,10106,Amanda Bechtel,4:59:49
1275,16091,Debra Shone,4:59:50
1276,7175,Kevin Frost,4:59:51
1277,19127,Mandy Downey,4:59:51
1278,12115,Alexander Marzec,4:59:55
1279,9013,Susan Griffith,4:59:55
1280,23002,Mitchell Schaefer,4:59:56
1281,13116,Katie Mccurry,4:59:58
1282,24083,Lindsey Langhans,4:59:58
1283,7119,Jonathan Townes,4:59:59
1284,24052,Amanda Goodbread,5:00:00
1285,25237,Bobby Henson,5:00:03
1286,14041,Cheryl Marinkovich,5:00:06
1287,24224,Daniel Glenister,5:00:07
1288,11134,Melissa Teneyuque,5:00:09
1289,7162,Andrew Baker,5:00:09
1290,19088,Krystal Collins,5:00:10
1291,8102,Jessica Gauger,5:00:10
1292,24095,Melissa Wheeler,5:00:11
1293,20004,Brandyn Cloyd,5:00:13
1294,16040,Naomi Savin,5:00:14
1295,16064,Mandy Sullivan,5:00:16
1296,13052,Mccall Henderson,5:00:16
1297,20144,Amellia Choate,5:00:18
1298,21039,Satwinder Kahlon,5:00:19
1299,16009,Josi Proulx,5:00:20
1300,6022,Sarah Mcintosh,5:00:20
1301,3148,Pierce Corcoran,5:00:24
1302,13000,Michael Domoracki,5:00:39
1303,20001,Emily Ginsberg,5:00:40
1304,25198,Kelly Fitzpatrick,5:00:40
1305,18046,Joshua Tarini,5:00:42
1306,8173,Mark Oglesby,5:00:45
1307,9026,Genya Guzeev,5:00:47
1308,4129,Pete Evans,5:00:50
1309,16216,Mark Steidler,5:00:55
1310,24176,Alanna Millington,5:00:58
1311,20167,Tasha Cervantes,5:01:01
1312,16209,Catherine Schlebecker,5:01:01
1313,25066,Shaun Fichter,5:01:10
1314,25342,Peter Pascarelli,5:01:14
1315,24025,Allison Want,5:01:19
1316,21092,Carrie Wolf,5:01:19
1317,10134,Christopher Ryan Trenkamp,5:01:20
1318,23011,Kim Stroud,5:01:20
1319,25217,Katherine Trevathan,5:01:21
1320,16061,Louanna Henton,5:01:28
1321,22013,Jordan Clements,5:01:29
1322,26328,Nicole Crouch,5:01:29
1323,25317,Danielle Sliger,5:01:29
1324,26078,Asia Cabral,5:01:32
1325,18091,Noelle Isaak,5:01:36
1326,24216,Jason Duncan,5:01:38
1327,15090,Heather Senica,5:01:39
1328,12129,James Wujcik,5:01:40
1329,13084,Matthew Eicholtz,5:01:41
1330,25075,Marc Zuccola,5:01:43
1331,19042,Brooke Matlage,5:01:44
1332,21081,Taylor Riggs,5:01:45
1333,16062,Eileen Power,5:01:46
1334,25105,John Nettles,5:01:46
1335,11143,Brian Wallenta,5:01:47
1336,18075,Jessica Wallace,5:01:53
1337,15055,Renee Parsons,5:01:57
1338,16173,Alyssa Smith,5:02:01
1339,18072,Mohamed Hamsa,5:02:10
1340,3109,Sid Gray,5:02:10
1341,19001,Lauren Mccook,5:02:15
1342,16014,Daniel Osborn,5:02:15
1343,24154,Tyree Lauritzen,5:02:16
1344,17035,Tristan Perry,5:02:16
1345,6064,John Mcandrew,5:02:19
1346,26330,Steven Nichols,5:02:23
1347,25330,Russ Davis,5:02:24
1348,27281,Jeri Marcia,5:02:24
1349,26240,Jay Hall,5:02:28
1350,6126,Olivier Dubuis,5:02:28
1351,6129,Patrice Denniel,5:02:29
1352,6128,Marie-Claire Denniel,5:02:29
1353,20075,Rakesh Singh,5:02:29
1354,16017,Melissa Odegard-Koester,5:02:29
1355,20127,Rachel Chocholous,5:02:35
1356,25146,Brandon Benefield,5:02:37
1357,1107,Kevin Barrett,5:02:37
1358,16210,Leigh Hoover,5:02:39
1359,20130,Lindsay Cooney,5:02:40
1360,18020,Areta Campbell,5:02:42
1361,27113,Kate Ring,5:02:45
1362,18062,Phillip Wierciak,5:02:47
1363,22082,Brian Nartker,5:02:48
1364,16018,Karlie Cannell,5:02:51
1365,5037,Tim Sarvis,5:02:55
1366,16231,Melissa Katzer,5:02:59
1367,9022,Randal Frazier Ii,5:02:59
1368,27001,Emily Lopez,5:03:00
1369,25090,Daniel Barnes,5:03:05
1370,10062,Rachel Christensen,5:03:06
1371,19106,Gary Ulrich,5:03:08
1372,13130,Kaitlyn Taylor,5:03:08
1373,27217,Stephanie Percival,5:03:10
1374,12117,Samuel Hubbard Jr,5:03:18
1375,12118,Linda Hughes,5:03:20
1376,25347,Samuel Haskell,5:03:24
1377,22096,Emily Preston,5:03:27
1378,8163,Brett Stanger,5:03:32
1379,16031,James Fussell,5:03:42
1380,26025,Richard Moore,5:03:42
1381,13035,Ingrid M,5:03:45
1382,18129,Mark Whitley,5:03:52
1383,21103,Corinne Michelsen,5:03:53
1384,9079,Shelby Mitchell,5:03:55
1385,25174,Tara Hubbard,5:03:59
1386,20064,Nancy Hammons,5:04:00
1387,10100,Emily Zern,5:04:01
1388,9106,Keriann Conlon,5:04:06
1389,16215,Anne Coffman,5:04:06
1390,11105,Julia Hudyncia,5:04:13
1391,26248,Keith Williams,5:04:14
1392,19130,Vibhav Agarwal,5:04:17
1393,26300,Vincent Bonetti,5:04:21
1394,16144,Robert Westerman,5:04:23
1395,8110,Jonathan Westerman,5:04:23
1396,11022,Jeff Cronin,5:04:28
